SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2015-2016,22901101,ALPINE EL,22901,ALPINE ISD,18,22,BREWSTER COUNTY,465,10,0,63,0,61,251,465,206,0,0,27,-9999999
STATE,CAMPUS,2015-2016,22901001,ALPINE H S,22901,ALPINE ISD,18,22,BREWSTER COUNTY,292,31,250,10,0,10,111,292,54,-9999999,0,23,5
STATE,CAMPUS,2015-2016,22901041,ALPINE MIDDLE,22901,ALPINE ISD,18,22,BREWSTER COUNTY,325,35,113,24,0,22,154,325,159,-9999999,0,43,12
STATE,CAMPUS,2015-2016,226903101,ALTA LOMA EL,226903,SAN ANGELO ISD,15,226,TOM GREEN COUNTY,326,-9999999,0,38,8,30,277,325,162,0,0,23,-9999999
STATE,CAMPUS,2015-2016,71902102,ALTA VISTA EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,372,10,0,218,210,0,364,372,290,-9999999,0,30,-9999999
STATE,CAMPUS,2015-2016,161914101,ALTA VISTA EL,161914,WACO ISD,12,161,MCLENNAN COUNTY,559,14,0,133,59,68,502,559,479,0,0,24,5
STATE,CAMPUS,2015-2016,227803103,ALTAMIRA ACADEMY,227803,WAYSIDE SCHOOLS,13,227,TRAVIS COUNTY,281,0,0,105,75,32,174,152,176,-9999999,0,10,-9999999
STATE,CAMPUS,2015-2016,220918003,ALTER DISCIPLINE CAMPUS,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,27,0,20,-9999999,0,-9999999,13,0,27,0,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,68901004,ALTER ED CTR,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,62,0,36,-9999999,0,-9999999,35,5,62,0,-9999999,16,-9999999
STATE,CAMPUS,2015-2016,220916004,ALTER ED PROG,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,32,0,-9999999,-9999999,0,-9999999,24,-9999999,31,-9999999,-9999999,6,5
STATE,CAMPUS,2015-2016,15910012,ALTER H S,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,91,0,0,6,0,5,53,-9999999,91,-9999999,-9999999,14,-9999999
STATE,CAMPUS,2015-2016,126906002,ALTER LEARNING CTR,126906,KEENE ISD,11,126,JOHNSON COUNTY,7,0,-9999999,-9999999,0,-9999999,5,7,5,0,0,-9999999,0
STATE,CAMPUS,2015-2016,15910053,ALTER MIDDLE,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,35,0,0,-9999999,0,-9999999,33,20,35,-9999999,0,10,0
STATE,CAMPUS,2015-2016,15916005,ALTER SCH,15916,JUDSON ISD,20,15,BEXAR COUNTY,77,-9999999,23,-9999999,0,-9999999,54,-9999999,75,0,0,12,0
STATE,CAMPUS,2015-2016,86901002,ALTER SCH,86901,FREDERICKSBURG ISD,13,86,GILLESPIE COUNTY,23,0,0,0,0,0,6,0,23,-9999999,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,123908002,ALTER SCH,123908,PORT NECHES-GROVES ISD,5,123,JEFFERSON COUNTY,6,0,-9999999,0,0,0,5,0,5,0,0,-9999999,0
STATE,CAMPUS,2015-2016,250906002,ALTER SCHOOL,250906,ALBA-GOLDEN ISD,7,250,WOOD COUNTY,-9999999,0,-9999999,0,0,0,-9999999,-9999999,-9999999,0,0,0,0
STATE,CAMPUS,2015-2016,15905042,ALTERNATIVE CENTER,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,53,-9999999,10,6,-9999999,-9999999,51,53,52,0,0,10,0
STATE,CAMPUS,2015-2016,15910160,ALTERNATIVE EL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,8,0,0,-9999999,0,-9999999,-9999999,6,8,0,0,-9999999,0
STATE,CAMPUS,2015-2016,15915008,ALTERNATIVE H S,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,140,-9999999,91,7,0,7,92,-9999999,140,5,-9999999,22,-9999999
STATE,CAMPUS,2015-2016,79901004,ALTERNATIVE LEARNING CENTER,79901,LAMAR CISD,4,79,FORT BEND COUNTY,60,0,29,8,0,8,40,0,60,0,0,10,0
STATE,CAMPUS,2015-2016,227901012,ALTERNATIVE LEARNING CENTER,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,116,-9999999,-9999999,27,0,26,94,-9999999,110,0,0,27,16
STATE,CAMPUS,2015-2016,15915062,ALTERNATIVE MIDDLE NORTH,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,13,0,0,-9999999,0,-9999999,12,0,13,0,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,15915061,ALTERNATIVE MIDDLE SOUTH,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,12,0,0,-9999999,0,-9999999,11,0,12,-9999999,0,-9999999,0
STATE,CAMPUS,2015-2016,15908039,ALTERNATIVE SCHOOL,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,24,0,-9999999,-9999999,0,-9999999,19,24,24,0,0,5,0
STATE,CAMPUS,2015-2016,36902005,ALTERNATIVE SCHOOL,36902,BARBERS HILL ISD,4,36,CHAMBERS COUNTY,13,0,9,0,0,0,5,0,13,0,0,-9999999,0
STATE,CAMPUS,2015-2016,214901110,ALTO BONITO EL,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,619,54,0,571,571,0,583,619,576,0,-9999999,42,14
STATE,CAMPUS,2015-2016,37901101,ALTO EL,37901,ALTO ISD,7,37,CHEROKEE COUNTY,264,6,0,64,0,64,192,263,150,-9999999,0,12,0
STATE,CAMPUS,2015-2016,37901001,ALTO H S,37901,ALTO ISD,7,37,CHEROKEE COUNTY,197,9,185,6,0,5,128,197,88,-9999999,-9999999,27,-9999999
STATE,CAMPUS,2015-2016,37901041,ALTO MIDDLE,37901,ALTO ISD,7,37,CHEROKEE COUNTY,183,13,19,32,0,28,124,183,105,-9999999,0,28,9
STATE,CAMPUS,2015-2016,21902117,ALTON BOWEN EL,21902,BRYAN ISD,6,21,BRAZOS COUNTY,395,57,0,16,0,14,170,395,159,-9999999,-9999999,38,19
STATE,CAMPUS,2015-2016,43901102,ALTON BOYD EL,43901,ALLEN ISD,10,43,COLLIN COUNTY,685,38,0,253,213,40,452,-9999999,431,0,-9999999,82,36
STATE,CAMPUS,2015-2016,108908107,ALTON EL,108908,MISSION CISD,1,108,HIDALGO COUNTY,503,33,0,247,233,0,459,503,424,-9999999,-9999999,34,-9999999
STATE,CAMPUS,2015-2016,239901101,ALTON EL,239901,BRENHAM ISD,6,239,WASHINGTON COUNTY,613,-9999999,0,107,0,106,451,605,352,-9999999,-9999999,63,9
STATE,CAMPUS,2015-2016,108908043,ALTON MEMORIAL J H,108908,MISSION CISD,1,108,HIDALGO COUNTY,911,111,79,297,0,289,825,911,560,0,0,53,6
STATE,CAMPUS,2015-2016,126901102,ALVARADO EL-NORTH,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,404,18,0,27,0,27,239,0,120,8,0,42,0
STATE,CAMPUS,2015-2016,126901101,ALVARADO EL-SOUTH,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,400,9,0,134,122,8,299,0,214,-9999999,0,23,0
STATE,CAMPUS,2015-2016,126901001,ALVARADO H S,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,1046,84,842,57,0,55,554,0,412,-9999999,0,78,19
STATE,CAMPUS,2015-2016,126901104,ALVARADO INT,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,837,67,0,120,64,53,525,0,570,-9999999,0,56,7
STATE,CAMPUS,2015-2016,126901041,ALVARADO J H,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,539,50,0,42,0,41,329,539,336,-9999999,-9999999,39,19
STATE,CAMPUS,2015-2016,108906101,ALVAREZ EL,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,534,16,0,301,402,-9999999,500,524,365,-9999999,0,44,-9999999
STATE,CAMPUS,2015-2016,20901101,ALVIN EL,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,530,30,0,188,150,37,343,530,340,0,0,49,41
STATE,CAMPUS,2015-2016,20901001,ALVIN H S,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,2646,276,1718,114,0,111,1309,66,1442,18,9,300,98
STATE,CAMPUS,2015-2016,20901041,ALVIN J H,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,848,76,169,86,0,85,475,848,457,9,14,116,54
STATE,CAMPUS,2015-2016,20901102,ALVIN PRI,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,644,11,0,224,178,40,442,644,407,5,-9999999,57,7
STATE,CAMPUS,2015-2016,43901105,ALVIS C STORY EL,43901,ALLEN ISD,10,43,COLLIN COUNTY,527,51,0,49,0,48,97,0,130,-9999999,0,89,24
STATE,CAMPUS,2015-2016,249901101,ALVORD EL,249901,ALVORD ISD,11,249,WISE COUNTY,329,22,0,13,0,13,109,329,144,0,-9999999,25,22
STATE,CAMPUS,2015-2016,249901001,ALVORD H S,249901,ALVORD ISD,11,249,WISE COUNTY,217,32,213,5,0,5,50,0,75,0,0,17,20
STATE,CAMPUS,2015-2016,249901041,ALVORD MIDDLE,249901,ALVORD ISD,11,249,WISE COUNTY,167,18,12,-9999999,0,-9999999,58,0,73,0,0,16,12
STATE,CAMPUS,2015-2016,31912005,AMADOR R RODRIGUEZ JUVENILE BOOT C,31912,SAN BENITO CISD,1,31,CAMERON COUNTY,25,0,21,-9999999,0,-9999999,25,0,25,0,0,6,0
STATE,CAMPUS,2015-2016,108909118,AMANDA GARZA-PENA EL,108909,PHARR-SAN JUAN-ALAMO ISD,1,108,HIDALGO COUNTY,662,18,0,362,356,0,614,662,580,0,0,38,5
STATE,CAMPUS,2015-2016,199901103,AMANDA ROCHELL EL,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,563,22,0,145,74,69,294,563,295,0,-9999999,42,37
STATE,CAMPUS,2015-2016,188901003,AMARILLO AREA CTR FOR ADVANCED LRN,188901,AMARILLO ISD,16,188,POTTER COUNTY,18,-9999999,18,0,0,0,0,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2015-2016,188901001,AMARILLO H S,188901,AMARILLO ISD,16,188,POTTER COUNTY,2140,230,1380,11,0,11,427,30,650,30,5,154,53
STATE,CAMPUS,2015-2016,84804101,AMBASSADORS PREPARATORY ACADEMY,84804,AMBASSADORS PREPARATORY ACADEMY,4,84,GALVESTON COUNTY,292,29,0,0,0,0,239,292,0,7,0,12,0
STATE,CAMPUS,2015-2016,57906110,AMBER TERRACE DISCOVERY & DESIGN E,57906,DESOTO ISD,10,57,DALLAS COUNTY,448,0,0,72,50,19,417,448,99,9,20,43,0
STATE,CAMPUS,2015-2016,57905140,AMELIA EARHART LEARNING CENTER,57905,DALLAS ISD,10,57,DALLAS COUNTY,181,12,0,69,70,0,157,181,102,0,0,18,-9999999
STATE,CAMPUS,2015-2016,123910101,AMELIA EL,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,766,20,0,72,0,65,595,766,138,-9999999,-9999999,45,14
STATE,CAMPUS,2015-2016,71909004,AMERICAS H S,71909,SOCORRO ISD,19,71,EL PASO COUNTY,2355,236,2045,176,0,155,1415,2355,999,86,-9999999,190,11
STATE,CAMPUS,2015-2016,140901001,AMHERST SCHOOL,140901,AMHERST ISD,17,140,LAMB COUNTY,152,-9999999,52,56,0,55,128,152,113,0,-9999999,22,-9999999
STATE,CAMPUS,2015-2016,31906003,AMI KIDS RIO GRANDE VALLEY (FKA RG,31906,LOS FRESNOS CISD,1,31,CAMERON COUNTY,19,0,19,0,0,0,0,19,18,0,0,-9999999,0
STATE,CAMPUS,2015-2016,101819001,AMIGOS POR VIDA-FRIENDS FOR LIFE C,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,4,101,HARRIS COUNTY,527,0,0,475,364,111,511,527,487,0,0,24,6
STATE,CAMPUS,2015-2016,220901124,AMOS EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,609,25,0,260,64,196,536,609,466,-9999999,0,62,-9999999
STATE,CAMPUS,2015-2016,240903114,AMPARO GUTIERREZ EL,240903,UNITED ISD,1,240,WEBB COUNTY,567,105,0,264,327,-9999999,446,567,347,10,-9999999,57,10
STATE,CAMPUS,2015-2016,199901106,AMY PARKS-HEATH EL,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,829,42,0,11,0,9,61,0,216,20,5,68,62
STATE,CAMPUS,2015-2016,36901101,ANAHUAC EL,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,655,38,0,87,0,87,406,655,208,0,0,51,12
STATE,CAMPUS,2015-2016,36901001,ANAHUAC H S,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,365,28,318,6,0,6,187,0,99,0,0,31,9
STATE,CAMPUS,2015-2016,36901041,ANAHUAC MIDDLE,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,277,17,0,9,0,9,160,277,108,0,0,24,16
STATE,CAMPUS,2015-2016,101902101,ANDERSON ACADEMY,101902,ALDINE ISD,4,101,HARRIS COUNTY,692,77,0,162,142,17,576,692,235,0,9,23,20
STATE,CAMPUS,2015-2016,3903120,ANDERSON EL,3903,LUFKIN ISD,7,3,ANGELINA COUNTY,299,0,0,38,0,38,210,294,197,0,-9999999,42,20
STATE,CAMPUS,2015-2016,43905105,ANDERSON EL,43905,FRISCO ISD,10,43,COLLIN COUNTY,704,79,0,63,0,63,86,0,164,14,0,67,19
STATE,CAMPUS,2015-2016,101912105,ANDERSON EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,761,53,0,453,451,31,691,740,592,0,0,38,5
STATE,CAMPUS,2015-2016,101919109,ANDERSON EL,101919,SPRING ISD,4,101,HARRIS COUNTY,593,27,0,116,81,33,384,593,276,-9999999,11,48,15
STATE,CAMPUS,2015-2016,170902101,ANDERSON EL,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,681,7,0,416,388,32,565,681,451,-9999999,0,61,17
STATE,CAMPUS,2015-2016,220901160,ANDERSON EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,717,-9999999,0,486,366,119,684,717,641,0,0,29,-9999999
STATE,CAMPUS,2015-2016,227901009,ANDERSON H S,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,2270,196,1206,111,0,102,518,16,756,11,-9999999,167,116
STATE,CAMPUS,2015-2016,246909109,ANDERSON MILL EL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,515,15,0,160,125,59,302,515,274,0,-9999999,42,7
STATE,CAMPUS,2015-2016,93901101,ANDERSON-SHIRO EL,93901,ANDERSON-SHIRO CISD,6,93,GRIMES COUNTY,379,20,0,25,0,25,176,379,55,0,-9999999,24,10
STATE,CAMPUS,2015-2016,93901001,ANDERSON-SHIRO JR/SR H S,93901,ANDERSON-SHIRO CISD,6,93,GRIMES COUNTY,461,43,237,-9999999,0,-9999999,177,461,147,-9999999,0,35,29
STATE,CAMPUS,2015-2016,101907146,ANDRE EL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1166,19,0,346,207,128,922,1163,700,-9999999,7,89,-9999999
STATE,CAMPUS,2015-2016,71902001,ANDRESS H S,71902,EL PASO ISD,19,71,EL PASO COUNTY,1713,163,1315,114,0,86,1072,1713,1152,163,0,183,20
STATE,CAMPUS,2015-2016,57910045,ANDREW JACKSON MIDDLE,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,1146,86,64,248,-9999999,221,884,1146,902,12,0,126,46
STATE,CAMPUS,2015-2016,2901002,ANDREWS EDUCATION CENTER,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,32,-9999999,20,0,0,0,12,0,30,0,0,-9999999,0
STATE,CAMPUS,2015-2016,43910140,ANDREWS EL,43910,PLANO ISD,10,43,COLLIN COUNTY,650,218,0,109,0,103,19,0,154,0,0,40,11
STATE,CAMPUS,2015-2016,205902104,ANDREWS EL,205902,GREGORY-PORTLAND ISD,2,205,SAN PATRICIO COUNTY,452,25,0,39,0,37,215,452,286,-9999999,0,59,16
STATE,CAMPUS,2015-2016,227901102,ANDREWS EL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,594,16,0,424,391,32,570,594,524,0,0,49,19
STATE,CAMPUS,2015-2016,2901001,ANDREWS H S,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,1017,48,896,69,0,46,298,1017,411,0,-9999999,60,8
STATE,CAMPUS,2015-2016,2901041,ANDREWS MIDDLE,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,921,66,0,99,0,46,378,921,530,0,0,83,14
STATE,CAMPUS,2015-2016,101919003,ANDY DEKANEY H S,101919,SPRING ISD,4,101,HARRIS COUNTY,2828,291,2580,269,0,269,1781,0,1835,-9999999,-9999999,279,50
STATE,CAMPUS,2015-2016,31912117,ANGELA GERUSA LEAL EL,31912,SAN BENITO CISD,1,31,CAMERON COUNTY,513,7,0,296,236,0,454,513,404,-9999999,-9999999,24,-9999999
STATE,CAMPUS,2015-2016,20902001,ANGLETON H S,20902,ANGLETON ISD,4,20,BRAZORIA COUNTY,1965,88,1392,61,0,59,1025,0,1104,27,0,160,0
STATE,CAMPUS,2015-2016,20902044,ANGLETON J H SCHOOL,20902,ANGLETON ISD,4,20,BRAZORIA COUNTY,1490,90,258,114,29,102,896,1488,725,16,0,134,0
STATE,CAMPUS,2015-2016,199902104,ANITA SCOTT EL,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,495,37,0,45,0,44,203,494,76,14,0,37,19
STATE,CAMPUS,2015-2016,126902110,ANN BROCK EL AT OAK GROVE,126902,BURLESON ISD,11,126,JOHNSON COUNTY,697,24,0,43,0,42,370,697,272,5,-9999999,62,13
STATE,CAMPUS,2015-2016,71904041,ANN M GARCIA-ENRIQUEZ MIDDLE,71904,SAN ELIZARIO ISD,19,71,EL PASO COUNTY,555,39,317,190,0,169,548,555,338,0,-9999999,56,-9999999
STATE,CAMPUS,2015-2016,57905353,ANN RICHARDS MIDDLE,57905,DALLAS ISD,10,57,DALLAS COUNTY,1239,131,153,709,5,636,1203,1239,1076,0,-9999999,138,42
STATE,CAMPUS,2015-2016,108912045,ANN RICHARDS MIDDLE,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,884,115,146,515,0,506,866,884,724,0,0,66,11
STATE,CAMPUS,2015-2016,97902102,ANN WHITNEY EL,97902,HAMILTON ISD,12,97,HAMILTON COUNTY,402,14,0,27,0,26,226,402,128,-9999999,0,40,37
STATE,CAMPUS,2015-2016,43902001,ANNA H S,43902,ANNA ISD,10,43,COLLIN COUNTY,786,29,773,15,0,15,297,0,174,12,0,59,15
STATE,CAMPUS,2015-2016,43902104,ANNA ISD EARLY CHILDHOOD CENTER,43902,ANNA ISD,10,43,COLLIN COUNTY,385,0,0,76,72,-9999999,184,385,95,9,-9999999,58,0
STATE,CAMPUS,2015-2016,220908120,ANNA MAY DAULTON EL,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,693,17,0,62,0,62,74,0,99,30,0,47,9
STATE,CAMPUS,2015-2016,43902041,ANNA MIDDLE,43902,ANNA ISD,10,43,COLLIN COUNTY,664,34,0,46,0,46,302,0,143,-9999999,-9999999,66,34
STATE,CAMPUS,2015-2016,57905280,ANNE FRANK EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,1166,127,0,718,649,45,976,1166,801,0,0,63,11
STATE,CAMPUS,2015-2016,15808009,ANNE FRANK INSPIRE ACADEMY,15808,JOHN H WOOD JR PUBLIC CHARTER DIST,20,15,BEXAR COUNTY,313,0,11,-9999999,0,-9999999,36,0,41,-9999999,0,26,8
STATE,CAMPUS,2015-2016,108904126,ANNE L MAGEE EL,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,431,-9999999,0,299,299,0,401,431,346,0,-9999999,18,0
STATE,CAMPUS,2015-2016,220908124,ANNETTE PERRY EL,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,364,20,0,78,0,78,180,364,122,9,-9999999,33,8
STATE,CAMPUS,2015-2016,246904101,ANNIE PURL EL,246904,GEORGETOWN ISD,13,246,WILLIAMSON COUNTY,453,-9999999,0,212,130,81,345,453,269,6,-9999999,67,-9999999
STATE,CAMPUS,2015-2016,225902102,ANNIE SIMS EL,225902,MOUNT PLEASANT ISD,8,225,TITUS COUNTY,543,33,0,287,134,164,440,543,441,0,-9999999,40,33
STATE,CAMPUS,2015-2016,57905110,ANNIE WEBB BLANTON EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,612,47,0,357,331,0,514,612,432,0,0,31,-9999999
STATE,CAMPUS,2015-2016,227806017,ANNUNCIATION MATERNITY HOME,227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,227,TRAVIS COUNTY,11,0,-9999999,0,0,0,-9999999,0,11,0,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,127901101,ANSON EL,127901,ANSON ISD,14,127,JONES COUNTY,343,17,0,-9999999,0,-9999999,227,343,154,-9999999,-9999999,30,17
STATE,CAMPUS,2015-2016,127901001,ANSON H S,127901,ANSON ISD,14,127,JONES COUNTY,202,6,187,7,0,7,100,202,98,-9999999,-9999999,19,25
STATE,CAMPUS,2015-2016,21902115,ANSON JONES EL,21902,BRYAN ISD,6,21,BRAZOS COUNTY,702,38,0,346,339,12,686,702,558,-9999999,0,45,16
STATE,CAMPUS,2015-2016,57905164,ANSON JONES EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,675,99,0,464,436,0,657,675,518,0,0,45,11
STATE,CAMPUS,2015-2016,127901041,ANSON MIDDLE,127901,ANSON ISD,14,127,JONES COUNTY,145,20,62,-9999999,0,-9999999,96,145,84,-9999999,-9999999,20,14
STATE,CAMPUS,2015-2016,232903104,ANTHON EL,232903,UVALDE CISD,20,232,UVALDE COUNTY,721,61,0,60,70,-9999999,569,721,408,-9999999,-9999999,57,0
STATE,CAMPUS,2015-2016,71906101,ANTHONY EL,71906,ANTHONY ISD,19,71,EL PASO COUNTY,435,13,0,152,107,0,435,435,304,-9999999,0,47,-9999999
STATE,CAMPUS,2015-2016,71906001,ANTHONY H S,71906,ANTHONY ISD,19,71,EL PASO COUNTY,206,21,69,17,0,14,204,206,47,0,0,19,-9999999
STATE,CAMPUS,2015-2016,71906041,ANTHONY MIDDLE,71906,ANTHONY ISD,19,71,EL PASO COUNTY,197,7,61,46,0,35,196,197,103,0,0,21,-9999999
STATE,CAMPUS,2015-2016,101907058,ANTHONY MIDDLE,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1332,76,387,63,0,57,595,-9999999,464,5,-9999999,130,25
STATE,CAMPUS,2015-2016,110901001,ANTON SCHOOL,110901,ANTON ISD,17,110,HOCKLEY COUNTY,242,10,83,12,0,12,193,242,112,0,-9999999,19,-9999999
STATE,CAMPUS,2015-2016,240903053,ANTONIO GONZALEZ MIDDLE,240903,UNITED ISD,1,240,WEBB COUNTY,1249,159,342,504,86,483,1094,1249,934,10,-9999999,104,28
STATE,CAMPUS,2015-2016,71902103,AOY EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,560,18,0,480,473,0,539,560,497,-9999999,0,88,-9999999
STATE,CAMPUS,2015-2016,186902104,APACHE EL,186902,FORT STOCKTON ISD,18,186,PECOS COUNTY,348,-9999999,0,51,31,15,261,348,335,0,0,10,7
STATE,CAMPUS,2015-2016,57916050,APOLLO J H,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,631,92,244,65,0,65,326,0,266,6,-9999999,95,37
STATE,CAMPUS,2015-2016,228905101,APPLE SPRINGS EL,228905,APPLE SPRINGS ISD,6,228,TRINITY COUNTY,121,12,0,0,0,0,68,121,0,0,0,12,9
STATE,CAMPUS,2015-2016,228905001,APPLE SPRINGS H S,228905,APPLE SPRINGS ISD,6,228,TRINITY COUNTY,84,12,83,0,0,0,50,84,5,0,0,11,10
STATE,CAMPUS,2015-2016,220905055,APPLIED LEARNING ACAD,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,310,84,114,45,0,45,181,310,165,-9999999,0,15,15
STATE,CAMPUS,2015-2016,109912001,AQUILLA SCHOOL,109912,AQUILLA ISD,12,109,HILL COUNTY,263,32,76,6,0,6,119,263,102,-9999999,-9999999,22,15
STATE,CAMPUS,2015-2016,101912478,ARABIC IMMERSION MAGNET SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,130,8,0,39,15,25,85,79,80,0,-9999999,5,0
STATE,CAMPUS,2015-2016,101907051,ARAGON MIDDLE,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1506,158,447,71,0,60,456,-9999999,365,9,-9999999,101,35
STATE,CAMPUS,2015-2016,205901001,ARANSAS PASS H S,205901,ARANSAS PASS ISD,2,205,SAN PATRICIO COUNTY,504,21,448,25,0,25,293,504,308,-9999999,0,49,8
STATE,CAMPUS,2015-2016,57916101,ARAPAHO CLASSICAL MAGNET,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,558,78,0,83,0,82,159,0,172,-9999999,0,52,14
STATE,CAMPUS,2015-2016,61902047,ARBOR CREEK MIDDLE,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,983,137,383,46,0,46,197,0,284,-9999999,0,92,31
STATE,CAMPUS,2015-2016,57905105,ARCADIA PARK EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,695,77,0,425,401,-9999999,652,695,489,-9999999,0,35,16
STATE,CAMPUS,2015-2016,5901101,ARCHER CITY EL,5901,ARCHER CITY ISD,9,5,ARCHER COUNTY,251,12,0,-9999999,0,-9999999,126,251,80,0,0,28,17
STATE,CAMPUS,2015-2016,5901001,ARCHER CITY H S,5901,ARCHER CITY ISD,9,5,ARCHER COUNTY,213,24,133,-9999999,0,-9999999,62,0,68,0,0,28,14
STATE,CAMPUS,2015-2016,191901106,ARDEN ROAD EL,191901,CANYON ISD,16,191,RANDALL COUNTY,432,6,0,5,0,5,97,0,44,7,0,31,-9999999
STATE,CAMPUS,2015-2016,61910001,ARGYLE H S,61910,ARGYLE ISD,11,61,DENTON COUNTY,751,97,464,7,0,7,57,0,81,-9999999,0,49,10
STATE,CAMPUS,2015-2016,61910042,ARGYLE INT,61910,ARGYLE ISD,11,61,DENTON COUNTY,336,62,0,-9999999,0,-9999999,33,0,61,0,0,23,17
STATE,CAMPUS,2015-2016,61910041,ARGYLE MIDDLE,61910,ARGYLE ISD,11,61,DENTON COUNTY,375,52,0,-9999999,0,-9999999,35,0,74,-9999999,0,26,6
STATE,CAMPUS,2015-2016,101803041,ARISTOI CLASSICAL ACADEMY,101803,ARISTOI CLASSICAL ACADEMY,4,101,HARRIS COUNTY,451,0,0,20,0,20,74,451,142,0,0,18,0
STATE,CAMPUS,2015-2016,101803001,ARISTOI CLASSICAL UPPER SCHOOL,101803,ARISTOI CLASSICAL ACADEMY,4,101,HARRIS COUNTY,193,0,0,7,0,7,30,193,49,0,0,17,-9999999
STATE,CAMPUS,2015-2016,79907133,ARIZONA FLEMING EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,683,14,0,357,127,225,399,683,490,11,-9999999,43,9
