SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2017-2018,101903047,ALIEF ISD J J A E P,ELEMENTARY / SECONDARY,101903,ALIEF ISD,4,101,HARRIS COUNTY,9,0,0,-9999999,-9999999,-9999999,6,0,9,0,0,0,0,0
STATE,CAMPUS,2017-2018,101903005,ALIEF LEARNING CTR (6-12),ELEMENTARY / SECONDARY,101903,ALIEF ISD,4,101,HARRIS COUNTY,88,0,29,37,0,33,71,0,88,0,0,7,-9999999,6
STATE,CAMPUS,2017-2018,101903205,ALIEF LEARNING CTR (K-6),ELEMENTARY,101903,ALIEF ISD,4,101,HARRIS COUNTY,24,0,0,6,-9999999,-9999999,21,0,24,0,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2017-2018,101903041,ALIEF MIDDLE,MIDDLE SCHOOL,101903,ALIEF ISD,4,101,HARRIS COUNTY,966,51,256,433,0,402,752,966,863,-9999999,-9999999,65,13,28
STATE,CAMPUS,2017-2018,101815101,ALIEF MONTESSORI COMMUNITY SCHOOL,ELEMENTARY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,4,101,HARRIS COUNTY,285,0,0,231,0,231,84,285,244,0,0,21,0,0
STATE,CAMPUS,2017-2018,10902101,ALKEK EL,ELEMENTARY,10902,BANDERA ISD,20,10,BANDERA COUNTY,591,10,0,48,0,45,330,591,241,7,7,75,19,10
STATE,CAMPUS,2017-2018,108909130,ALLEN & WILLIAM ARNOLD EL,ELEMENTARY,108909,PHARR-SAN JUAN-ALAMO ISD,1,108,HIDALGO COUNTY,641,10,0,273,263,-9999999,519,641,563,-9999999,-9999999,41,-9999999,-9999999
STATE,CAMPUS,2017-2018,15915106,ALLEN EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,584,24,0,161,159,0,535,584,320,-9999999,-9999999,85,6,12
STATE,CAMPUS,2017-2018,43905129,ALLEN EL,ELEMENTARY,43905,FRISCO ISD,10,43,COLLIN COUNTY,630,39,0,51,0,51,47,0,95,-9999999,0,66,0,34
STATE,CAMPUS,2017-2018,178904101,ALLEN EL,ELEMENTARY,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,349,0,0,80,78,-9999999,343,349,230,-9999999,-9999999,30,15,11
STATE,CAMPUS,2017-2018,43901001,ALLEN H S,HIGH SCHOOL,43901,ALLEN ISD,10,43,COLLIN COUNTY,4885,698,3190,117,0,117,615,14,1064,33,-9999999,435,14,210
STATE,CAMPUS,2017-2018,220902105,ALLIENE MULLENDORE EL,ELEMENTARY,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,359,13,0,73,-9999999,71,245,359,102,11,-9999999,44,7,24
STATE,CAMPUS,2017-2018,227901101,ALLISON EL,ELEMENTARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,479,19,0,219,197,20,458,479,362,0,-9999999,71,18,21
STATE,CAMPUS,2017-2018,94902002,ALLISON L STEELE E L C,HIGH SCHOOL,94902,SCHERTZ-CIBOLO-U CITY ISD,20,94,GUADALUPE COUNTY,82,-9999999,59,-9999999,0,-9999999,27,0,74,6,-9999999,8,-9999999,0
STATE,CAMPUS,2017-2018,28902106,ALMA BREWER STRAWN EL,ELEMENTARY,28902,LOCKHART ISD,13,28,CALDWELL COUNTY,503,9,0,318,294,6,440,503,442,0,-9999999,34,11,9
STATE,CAMPUS,2017-2018,101912104,ALMEDA EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,852,110,0,435,303,104,650,852,664,0,0,53,6,5
STATE,CAMPUS,2017-2018,235902101,ALOE EL,ELEMENTARY,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,492,14,0,28,0,28,299,492,177,9,-9999999,46,34,9
STATE,CAMPUS,2017-2018,15905106,ALONSO S PERALES EL,ELEMENTARY,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,474,9,0,87,87,0,448,474,337,0,7,27,33,11
STATE,CAMPUS,2017-2018,170906012,ALPHA,HIGH SCHOOL,170906,MAGNOLIA ISD,6,170,MONTGOMERY COUNTY,101,-9999999,24,8,0,7,56,0,88,-9999999,0,-9999999,0,-9999999
STATE,CAMPUS,2017-2018,22901101,ALPINE EL,ELEMENTARY,22901,ALPINE ISD,18,22,BREWSTER COUNTY,449,6,0,53,0,52,239,446,148,0,0,30,6,5
STATE,CAMPUS,2017-2018,22901001,ALPINE H S,HIGH SCHOOL,22901,ALPINE ISD,18,22,BREWSTER COUNTY,314,36,253,11,0,10,125,314,80,-9999999,0,22,-9999999,10
STATE,CAMPUS,2017-2018,22901041,ALPINE MIDDLE,MIDDLE SCHOOL,22901,ALPINE ISD,18,22,BREWSTER COUNTY,331,27,20,27,0,20,160,331,150,-9999999,0,42,-9999999,7
STATE,CAMPUS,2017-2018,226903101,ALTA LOMA EL,ELEMENTARY,226903,SAN ANGELO ISD,15,226,TOM GREEN COUNTY,335,-9999999,0,25,-9999999,23,269,335,167,-9999999,0,38,6,0
STATE,CAMPUS,2017-2018,71902102,ALTA VISTA EL,ELEMENTARY,71902,EL PASO ISD,19,71,EL PASO COUNTY,318,7,0,197,180,0,295,318,246,-9999999,0,31,-9999999,5
STATE,CAMPUS,2017-2018,161914101,ALTA VISTA EL,ELEMENTARY,161914,WACO ISD,12,161,MCLENNAN COUNTY,498,15,0,130,53,72,467,498,379,-9999999,0,29,57,13
STATE,CAMPUS,2017-2018,227803103,ALTAMIRA ACADEMY,ELEMENTARY,227803,WAYSIDE SCHOOLS,13,227,TRAVIS COUNTY,459,0,0,141,119,29,314,459,296,-9999999,-9999999,16,-9999999,0
STATE,CAMPUS,2017-2018,220918003,ALTER DISCIPLINE CAMPUS,ELEMENTARY / SECONDARY,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,45,0,27,-9999999,0,-9999999,26,0,45,-9999999,0,-9999999,0,-9999999
STATE,CAMPUS,2017-2018,68901004,ALTER ED CTR,ELEMENTARY / SECONDARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,117,0,51,9,0,9,76,12,117,0,-9999999,17,12,-9999999
STATE,CAMPUS,2017-2018,160901002,ALTER ED PROG,ELEMENTARY / SECONDARY,160901,BRADY ISD,15,160,MCCULLOCH COUNTY,-9999999,0,0,0,0,0,-9999999,-9999999,-9999999,0,0,0,0,0
STATE,CAMPUS,2017-2018,220916004,ALTER ED PROG,ELEMENTARY / SECONDARY,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,49,-9999999,-9999999,-9999999,0,-9999999,33,0,49,-9999999,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2017-2018,15910012,ALTER H S,HIGH SCHOOL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,136,0,13,8,0,8,95,5,136,7,-9999999,26,5,5
STATE,CAMPUS,2017-2018,126906002,ALTER LEARNING CTR,HIGH SCHOOL,126906,KEENE ISD,11,126,JOHNSON COUNTY,6,0,-9999999,0,0,0,6,6,6,0,0,0,0,0
STATE,CAMPUS,2017-2018,15910053,ALTER MIDDLE,MIDDLE SCHOOL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,48,0,0,6,0,5,39,33,48,0,-9999999,9,0,-9999999
STATE,CAMPUS,2017-2018,86901002,ALTER SCH,HIGH SCHOOL,86901,FREDERICKSBURG ISD,13,86,GILLESPIE COUNTY,26,0,0,0,0,0,12,0,26,-9999999,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2017-2018,123908002,ALTER SCH,ELEMENTARY / SECONDARY,123908,PORT NECHES-GROVES ISD,5,123,JEFFERSON COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,-9999999,0
STATE,CAMPUS,2017-2018,250906002,ALTER SCHOOL,ELEMENTARY / SECONDARY,250906,ALBA-GOLDEN ISD,7,250,WOOD COUNTY,-9999999,0,-9999999,0,0,0,-9999999,-9999999,-9999999,0,0,0,0,-9999999
STATE,CAMPUS,2017-2018,15905042,ALTERNATIVE CENTER,ELEMENTARY / SECONDARY,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,31,0,-9999999,-9999999,0,-9999999,28,31,31,0,0,9,-9999999,-9999999
STATE,CAMPUS,2017-2018,15910160,ALTERNATIVE EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,5,0,0,0,0,0,5,5,5,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,15915008,ALTERNATIVE H S,HIGH SCHOOL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,128,-9999999,66,10,0,8,94,-9999999,128,5,-9999999,17,0,-9999999
STATE,CAMPUS,2017-2018,79901004,ALTERNATIVE LEARNING CENTER,ELEMENTARY / SECONDARY,79901,LAMAR CISD,4,79,FORT BEND COUNTY,40,0,23,-9999999,0,-9999999,25,0,40,0,0,5,0,-9999999
STATE,CAMPUS,2017-2018,227901012,ALTERNATIVE LEARNING CENTER,ELEMENTARY / SECONDARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,101,-9999999,-9999999,38,0,36,82,-9999999,95,0,0,27,7,16
STATE,CAMPUS,2017-2018,15915062,ALTERNATIVE MIDDLE,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,39,0,0,-9999999,0,-9999999,33,-9999999,39,-9999999,0,6,-9999999,-9999999
STATE,CAMPUS,2017-2018,36902005,ALTERNATIVE SCHOOL,ELEMENTARY / SECONDARY,36902,BARBERS HILL ISD,4,36,CHAMBERS COUNTY,11,0,-9999999,0,0,0,5,0,11,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,247906002,ALTERNATIVE SCHOOL,ELEMENTARY / SECONDARY,247906,STOCKDALE ISD,20,247,WILSON COUNTY,-9999999,0,0,0,0,0,-9999999,0,0,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,214901110,ALTO BONITO EL,ELEMENTARY,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,570,49,0,532,532,0,554,570,538,-9999999,-9999999,37,0,15
STATE,CAMPUS,2017-2018,37901101,ALTO EL,ELEMENTARY,37901,ALTO ISD,7,37,CHEROKEE COUNTY,278,7,0,74,0,74,197,278,179,0,-9999999,22,8,6
STATE,CAMPUS,2017-2018,37901001,ALTO H S,HIGH SCHOOL,37901,ALTO ISD,7,37,CHEROKEE COUNTY,201,13,178,12,0,9,122,201,87,-9999999,-9999999,34,5,-9999999
STATE,CAMPUS,2017-2018,37901041,ALTO MIDDLE,MIDDLE SCHOOL,37901,ALTO ISD,7,37,CHEROKEE COUNTY,192,12,13,38,0,36,133,192,106,-9999999,-9999999,26,-9999999,14
STATE,CAMPUS,2017-2018,21902117,ALTON BOWEN EL,ELEMENTARY,21902,BRYAN ISD,6,21,BRAZOS COUNTY,395,23,0,14,0,13,196,395,195,8,-9999999,40,30,6
STATE,CAMPUS,2017-2018,43901102,ALTON BOYD EL,ELEMENTARY,43901,ALLEN ISD,10,43,COLLIN COUNTY,660,22,0,268,220,47,445,660,409,5,-9999999,69,-9999999,44
STATE,CAMPUS,2017-2018,108908107,ALTON EL,ELEMENTARY,108908,MISSION CISD,1,108,HIDALGO COUNTY,461,39,0,195,186,5,421,461,387,0,-9999999,32,17,-9999999
STATE,CAMPUS,2017-2018,239901101,ALTON EL,ELEMENTARY,239901,BRENHAM ISD,6,239,WASHINGTON COUNTY,474,38,0,48,0,47,270,474,279,-9999999,6,59,14,9
STATE,CAMPUS,2017-2018,108908043,ALTON MEMORIAL J H,MIDDLE SCHOOL,108908,MISSION CISD,1,108,HIDALGO COUNTY,923,128,33,399,0,394,813,923,583,-9999999,0,49,-9999999,10
STATE,CAMPUS,2017-2018,126901102,ALVARADO EL-NORTH,ELEMENTARY,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,372,25,0,22,0,22,229,372,68,5,7,44,5,5
STATE,CAMPUS,2017-2018,126901101,ALVARADO EL-SOUTH,ELEMENTARY,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,383,7,0,125,116,9,288,383,188,-9999999,0,17,-9999999,-9999999
STATE,CAMPUS,2017-2018,126901001,ALVARADO H S,HIGH SCHOOL,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,1107,98,891,75,0,73,593,13,547,16,-9999999,68,14,35
STATE,CAMPUS,2017-2018,126901104,ALVARADO INT,ELEMENTARY,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,872,79,0,170,126,42,562,872,521,-9999999,-9999999,67,10,16
STATE,CAMPUS,2017-2018,126901041,ALVARADO J H,JUNIOR HIGH SCHOOL,126901,ALVARADO ISD,11,126,JOHNSON COUNTY,614,51,141,75,0,75,396,614,404,8,-9999999,32,9,24
STATE,CAMPUS,2017-2018,108906101,ALVAREZ EL,ELEMENTARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,436,20,0,257,256,-9999999,406,436,308,-9999999,-9999999,39,0,5
STATE,CAMPUS,2017-2018,20901101,ALVIN EL,ELEMENTARY,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,523,24,0,174,142,29,338,523,331,-9999999,-9999999,48,68,26
STATE,CAMPUS,2017-2018,20901001,ALVIN H S,HIGH SCHOOL,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,2766,294,1966,188,0,184,1432,124,1425,33,10,337,124,145
STATE,CAMPUS,2017-2018,20901041,ALVIN J H,MIDDLE SCHOOL,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,847,75,163,141,0,139,490,847,442,-9999999,8,120,42,52
STATE,CAMPUS,2017-2018,20901102,ALVIN PRI,ELEMENTARY,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,588,6,0,192,141,49,414,588,355,-9999999,-9999999,71,48,9
STATE,CAMPUS,2017-2018,212905010,ALVIN V ANDERSON RISE ACADEMY,HIGH SCHOOL,212905,TYLER ISD,7,212,SMITH COUNTY,167,5,100,27,0,23,130,0,164,0,0,11,0,28
STATE,CAMPUS,2017-2018,43901105,ALVIS C STORY EL,ELEMENTARY,43901,ALLEN ISD,10,43,COLLIN COUNTY,525,39,0,30,0,29,103,-9999999,114,10,0,84,-9999999,31
STATE,CAMPUS,2017-2018,249901101,ALVORD EL,ELEMENTARY,249901,ALVORD ISD,11,249,WISE COUNTY,325,14,0,20,0,20,121,325,161,0,-9999999,33,-9999999,28
STATE,CAMPUS,2017-2018,249901001,ALVORD H S,HIGH SCHOOL,249901,ALVORD ISD,11,249,WISE COUNTY,212,31,210,6,0,6,66,0,104,0,0,16,-9999999,15
STATE,CAMPUS,2017-2018,249901041,ALVORD MIDDLE,MIDDLE SCHOOL,249901,ALVORD ISD,11,249,WISE COUNTY,172,20,16,5,0,5,53,0,73,0,0,26,0,24
STATE,CAMPUS,2017-2018,31912005,AMADOR R RODRIGUEZ JUVENILE BOOT C,ELEMENTARY / SECONDARY,31912,SAN BENITO CISD,1,31,CAMERON COUNTY,21,0,17,6,0,6,21,0,21,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,108909118,AMANDA GARZA-PENA EL,ELEMENTARY,108909,PHARR-SAN JUAN-ALAMO ISD,1,108,HIDALGO COUNTY,670,19,0,356,346,0,644,670,591,0,-9999999,48,0,-9999999
STATE,CAMPUS,2017-2018,199901103,AMANDA ROCHELL EL,ELEMENTARY,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,557,16,0,146,84,63,352,557,339,5,-9999999,50,0,39
STATE,CAMPUS,2017-2018,188901003,AMARILLO AREA CTR FOR ADVANCED LRN,HIGH SCHOOL,188901,AMARILLO ISD,16,188,POTTER COUNTY,21,0,21,0,0,0,-9999999,0,-9999999,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,221801011,AMARILLO COLLEGIATE ACADEMY,ELEMENTARY / SECONDARY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,481,0,23,-9999999,0,-9999999,136,0,97,6,5,21,0,-9999999
STATE,CAMPUS,2017-2018,188901001,AMARILLO H S,HIGH SCHOOL,188901,AMARILLO ISD,16,188,POTTER COUNTY,2116,204,1328,19,0,19,431,29,885,6,5,153,30,73
STATE,CAMPUS,2017-2018,84804101,AMBASSADORS PREPARATORY ACADEMY,ELEMENTARY,84804,AMBASSADORS PREPARATORY ACADEMY,4,84,GALVESTON COUNTY,308,33,0,0,0,0,251,308,47,-9999999,0,10,0,0
STATE,CAMPUS,2017-2018,57906110,AMBER TERRACE DISCOVERY & DESIGN E,ELEMENTARY,57906,DESOTO ISD,10,57,DALLAS COUNTY,394,0,0,60,56,-9999999,368,394,81,-9999999,15,42,5,0
STATE,CAMPUS,2017-2018,123910101,AMELIA EL,ELEMENTARY,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,767,16,0,62,-9999999,56,616,767,260,-9999999,25,52,27,24
STATE,CAMPUS,2017-2018,71909004,AMERICAS H S,HIGH SCHOOL,71909,SOCORRO ISD,19,71,EL PASO COUNTY,2507,185,2341,300,0,271,1565,2507,1069,86,9,211,30,25
STATE,CAMPUS,2017-2018,140901001,AMHERST SCHOOL,ELEMENTARY / SECONDARY,140901,AMHERST ISD,17,140,LAMB COUNTY,165,-9999999,54,58,0,57,132,165,90,0,0,16,0,0
STATE,CAMPUS,2017-2018,31906003,AMI KIDS RIO GRANDE VALLEY (FKA RG,HIGH SCHOOL,31906,LOS FRESNOS CISD,1,31,CAMERON COUNTY,14,0,9,0,0,0,0,14,14,0,0,-9999999,0,-9999999
STATE,CAMPUS,2017-2018,101819001,AMIGOS POR VIDA-FRIENDS FOR LIFE C,ELEMENTARY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,4,101,HARRIS COUNTY,513,0,0,431,345,85,505,513,446,0,0,40,-9999999,-9999999
STATE,CAMPUS,2017-2018,220901124,AMOS EL,ELEMENTARY,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,431,50,0,165,0,165,351,431,279,0,0,44,8,0
STATE,CAMPUS,2017-2018,240903114,AMPARO GUTIERREZ EL,ELEMENTARY,240903,UNITED ISD,1,240,WEBB COUNTY,496,55,0,191,267,0,383,496,255,-9999999,-9999999,70,-9999999,15
STATE,CAMPUS,2017-2018,199901106,AMY PARKS-HEATH EL,ELEMENTARY,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,550,23,0,-9999999,0,-9999999,18,0,147,11,0,50,0,38
STATE,CAMPUS,2017-2018,36901101,ANAHUAC EL,ELEMENTARY,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,649,55,0,70,0,70,441,649,293,0,0,57,67,12
STATE,CAMPUS,2017-2018,36901001,ANAHUAC H S,HIGH SCHOOL,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,385,26,336,9,0,9,207,0,223,-9999999,0,40,33,28
STATE,CAMPUS,2017-2018,36901041,ANAHUAC MIDDLE,MIDDLE SCHOOL,36901,ANAHUAC ISD,4,36,CHAMBERS COUNTY,302,14,37,11,0,11,189,302,164,-9999999,0,23,30,14
STATE,CAMPUS,2017-2018,101902101,ANDERSON ACADEMY,ELEMENTARY,101902,ALDINE ISD,4,101,HARRIS COUNTY,516,52,0,109,96,11,461,516,310,0,11,22,35,23
STATE,CAMPUS,2017-2018,114901003,ANDERSON ACCELERATED H S,HIGH SCHOOL,114901,BIG SPRING ISD,18,114,HOWARD COUNTY,35,0,0,0,0,0,27,34,34,0,-9999999,0,0,-9999999
STATE,CAMPUS,2017-2018,3903120,ANDERSON EL,ELEMENTARY,3903,LUFKIN ISD,7,3,ANGELINA COUNTY,288,0,0,46,0,46,231,288,178,0,-9999999,45,7,26
STATE,CAMPUS,2017-2018,43905105,ANDERSON EL,ELEMENTARY,43905,FRISCO ISD,10,43,COLLIN COUNTY,646,75,0,79,0,78,68,0,165,11,0,45,0,18
STATE,CAMPUS,2017-2018,101912105,ANDERSON EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,794,47,0,421,455,22,717,793,610,0,0,47,10,7
STATE,CAMPUS,2017-2018,101919109,ANDERSON EL,ELEMENTARY,101919,SPRING ISD,4,101,HARRIS COUNTY,608,31,0,128,99,32,422,607,334,-9999999,-9999999,49,35,11
STATE,CAMPUS,2017-2018,170902101,ANDERSON EL,ELEMENTARY,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,646,12,0,377,375,31,530,645,435,0,0,71,6,14
STATE,CAMPUS,2017-2018,220901160,ANDERSON EL,ELEMENTARY,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,657,24,0,428,332,96,594,657,572,-9999999,-9999999,36,13,-9999999
STATE,CAMPUS,2017-2018,227901009,ANDERSON H S,HIGH SCHOOL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,2222,207,1224,112,0,106,493,24,732,18,-9999999,184,24,127
STATE,CAMPUS,2017-2018,246909109,ANDERSON MILL EL,ELEMENTARY,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,523,12,0,155,129,55,336,523,287,-9999999,0,31,11,8
STATE,CAMPUS,2017-2018,93901101,ANDERSON-SHIRO EL,ELEMENTARY,93901,ANDERSON-SHIRO CISD,6,93,GRIMES COUNTY,406,11,0,33,0,33,182,406,206,0,0,31,-9999999,17
STATE,CAMPUS,2017-2018,93901001,ANDERSON-SHIRO JR/SR H S,ELEMENTARY / SECONDARY,93901,ANDERSON-SHIRO CISD,6,93,GRIMES COUNTY,454,39,295,-9999999,0,-9999999,181,454,127,-9999999,0,36,-9999999,31
STATE,CAMPUS,2017-2018,101907146,ANDRE EL,ELEMENTARY,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,966,30,0,223,102,112,483,965,497,5,14,79,16,6
STATE,CAMPUS,2017-2018,71902001,ANDRESS H S,HIGH SCHOOL,71902,EL PASO ISD,19,71,EL PASO COUNTY,1560,134,1133,149,0,129,1015,1560,1034,111,0,189,15,13
STATE,CAMPUS,2017-2018,57910045,ANDREW JACKSON MIDDLE,MIDDLE SCHOOL,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,988,56,24,267,0,256,755,988,474,7,0,82,23,63
STATE,CAMPUS,2017-2018,2901002,ANDREWS EDUCATION CENTER,HIGH SCHOOL,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,43,0,24,6,0,-9999999,16,0,42,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,43910140,ANDREWS EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,591,188,0,94,0,92,33,0,156,0,0,36,0,6
STATE,CAMPUS,2017-2018,205902104,ANDREWS EL,ELEMENTARY,205902,GREGORY-PORTLAND ISD,2,205,SAN PATRICIO COUNTY,495,18,0,45,0,45,324,495,213,-9999999,0,39,28,25
STATE,CAMPUS,2017-2018,227901102,ANDREWS EL,ELEMENTARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,504,14,0,381,343,38,470,504,439,0,0,60,15,31
STATE,CAMPUS,2017-2018,2901001,ANDREWS H S,HIGH SCHOOL,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,1056,66,887,63,0,39,336,1056,418,0,0,83,5,9
STATE,CAMPUS,2017-2018,2901041,ANDREWS MIDDLE,MIDDLE SCHOOL,2901,ANDREWS ISD,18,2,ANDREWS COUNTY,924,75,0,94,0,69,348,924,559,0,-9999999,81,7,31
STATE,CAMPUS,2017-2018,101919003,ANDY DEKANEY H S,HIGH SCHOOL,101919,SPRING ISD,4,101,HARRIS COUNTY,2363,172,2189,385,0,370,1453,53,1451,-9999999,0,210,54,29
STATE,CAMPUS,2017-2018,31912117,ANGELA GERUSA LEAL EL,ELEMENTARY,31912,SAN BENITO CISD,1,31,CAMERON COUNTY,426,12,0,242,211,0,384,426,335,-9999999,-9999999,30,0,5
STATE,CAMPUS,2017-2018,20902001,ANGLETON H S,HIGH SCHOOL,20902,ANGLETON ISD,4,20,BRAZORIA COUNTY,1995,109,1445,85,0,79,1058,0,1189,24,0,159,152,65
STATE,CAMPUS,2017-2018,20902044,ANGLETON J H SCHOOL,MIDDLE SCHOOL,20902,ANGLETON ISD,4,20,BRAZORIA COUNTY,1464,64,109,186,94,179,914,1464,786,23,-9999999,136,103,61
STATE,CAMPUS,2017-2018,199902104,ANITA SCOTT EL,ELEMENTARY,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,552,36,0,55,0,49,236,552,129,18,-9999999,61,-9999999,18
STATE,CAMPUS,2017-2018,126902110,ANN BROCK EL AT OAK GROVE,ELEMENTARY,126902,BURLESON ISD,11,126,JOHNSON COUNTY,702,21,0,60,0,54,383,702,299,28,5,62,5,19
STATE,CAMPUS,2017-2018,71904041,ANN M GARCIA-ENRIQUEZ MIDDLE,JUNIOR HIGH SCHOOL,71904,SAN ELIZARIO ISD,19,71,EL PASO COUNTY,554,42,214,221,0,183,518,554,379,0,-9999999,58,5,8
STATE,CAMPUS,2017-2018,57905353,ANN RICHARDS MIDDLE,MIDDLE SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,1324,163,287,714,-9999999,666,1274,1324,1068,-9999999,0,139,17,46
STATE,CAMPUS,2017-2018,108912045,ANN RICHARDS MIDDLE,MIDDLE SCHOOL,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,824,115,95,552,0,548,802,824,652,0,0,78,16,18
STATE,CAMPUS,2017-2018,97902102,ANN WHITNEY EL,ELEMENTARY,97902,HAMILTON ISD,12,97,HAMILTON COUNTY,436,22,0,35,0,35,247,436,163,0,-9999999,45,32,55
STATE,CAMPUS,2017-2018,43902001,ANNA H S,HIGH SCHOOL,43902,ANNA ISD,10,43,COLLIN COUNTY,924,35,903,30,0,30,373,0,416,9,-9999999,90,6,28
STATE,CAMPUS,2017-2018,220908120,ANNA MAY DAULTON EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,705,23,0,65,0,65,85,0,101,27,0,54,-9999999,20
STATE,CAMPUS,2017-2018,43902041,ANNA MIDDLE,MIDDLE SCHOOL,43902,ANNA ISD,10,43,COLLIN COUNTY,783,58,240,81,0,81,336,0,344,-9999999,-9999999,70,-9999999,48
STATE,CAMPUS,2017-2018,57905280,ANNE FRANK EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,1145,166,0,701,608,84,862,1145,762,6,-9999999,76,11,12
STATE,CAMPUS,2017-2018,15808009,ANNE FRANK INSPIRE ACADEMY,ELEMENTARY / SECONDARY,15808,INSPIRE ACADEMIES,20,15,BEXAR COUNTY,375,0,39,0,0,0,-9999999,0,15,-9999999,0,38,0,8
STATE,CAMPUS,2017-2018,108904126,ANNE L MAGEE EL,ELEMENTARY,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,436,10,0,279,279,0,403,436,330,0,-9999999,17,-9999999,-9999999
STATE,CAMPUS,2017-2018,79907152,ANNE MCCORMICK SULLIVAN EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,1254,186,0,248,0,243,201,171,554,5,-9999999,59,172,9
