YEAR,DISTRICT ID,DESCRIPTION
2017,57837,CHARTER SCHOOL DISTRICTS
2017,101813,CHARTER SCHOOL DISTRICTS
2017,15826,CHARTER SCHOOL DISTRICTS
2017,121905,NON-METROPOLITAN STABLE
2017,101915,MAJOR SUBURBAN
2017,58905,RURAL
2017,232901,NON-METROPOLITAN FAST GROWING
2017,138902,RURAL
2017,18907,RURAL
2017,100903,NON-METROPOLITAN STABLE
2017,219905,RURAL
2017,61905,OTHER CENTRAL CITY SUBURBAN
2017,57839,CHARTER SCHOOL DISTRICTS
2017,71807,CHARTER SCHOOL DISTRICTS
2017,31905,NON-METROPOLITAN STABLE
2017,125906,RURAL
2017,75902,INDEPENDENT TOWN
2017,108912,OTHER CENTRAL CITY
2017,101916,MAJOR SUBURBAN
2017,254902,RURAL
2017,161906,OTHER CENTRAL CITY SUBURBAN
2017,247903,INDEPENDENT TOWN
2017,108914,RURAL
2017,15913,NON-METROPOLITAN STABLE
2017,227912,NON-METROPOLITAN STABLE
2017,61912,OTHER CENTRAL CITY SUBURBAN
2017,227913,MAJOR SUBURBAN
2017,220910,MAJOR SUBURBAN
2017,79901,OTHER CENTRAL CITY
2017,58906,NON-METROPOLITAN STABLE
2017,141901,OTHER CENTRAL CITY SUBURBAN
2017,57913,MAJOR SUBURBAN
2017,201903,RURAL
2017,107910,RURAL
2017,240901,OTHER CENTRAL CITY SUBURBAN
2017,245901,RURAL
2017,113905,RURAL
2017,185904,RURAL
2017,61804,CHARTER SCHOOL DISTRICTS
2017,193902,NON-METROPOLITAN FAST GROWING
2017,246913,MAJOR SUBURBAN
2017,19914,RURAL
2017,90902,RURAL
2017,57846,CHARTER SCHOOL DISTRICTS
2017,187906,RURAL
2017,145911,RURAL
2017,74909,NON-METROPOLITAN STABLE
2017,110902,NON-METROPOLITAN STABLE
2017,201904,RURAL
2017,61902,MAJOR SUBURBAN
2017,144902,NON-METROPOLITAN STABLE
2017,246908,OTHER CENTRAL CITY SUBURBAN
2017,146906,NON-METROPOLITAN STABLE
2017,19908,NON-METROPOLITAN STABLE
2017,57807,CHARTER SCHOOL DISTRICTS
2017,15825,CHARTER SCHOOL DISTRICTS
2017,212903,OTHER CENTRAL CITY SUBURBAN
2017,34905,RURAL
2017,49907,RURAL
2017,72909,RURAL
2017,111902,NON-METROPOLITAN FAST GROWING
2017,181908,INDEPENDENT TOWN
2017,61914,OTHER CENTRAL CITY SUBURBAN
2017,140904,NON-METROPOLITAN STABLE
2017,187907,INDEPENDENT TOWN
2017,150901,NON-METROPOLITAN STABLE
2017,28902,OTHER CENTRAL CITY SUBURBAN
2017,77902,RURAL
2017,160905,RURAL
2017,141902,RURAL
2017,178906,NON-METROPOLITAN FAST GROWING
2017,116906,NON-METROPOLITAN STABLE
2017,92903,OTHER CENTRAL CITY
2017,83902,RURAL
2017,168902,RURAL
2017,161907,NON-METROPOLITAN STABLE
2017,54902,RURAL
2017,31906,OTHER CENTRAL CITY SUBURBAN
2017,241906,RURAL
2017,43919,NON-METROPOLITAN STABLE
2017,113903,RURAL
2017,152901,OTHER CENTRAL CITY
2017,152906,OTHER CENTRAL CITY SUBURBAN
2017,127905,RURAL
2017,3903,INDEPENDENT TOWN
2017,28903,INDEPENDENT TOWN
2017,100907,OTHER CENTRAL CITY SUBURBAN
2017,57805,CHARTER SCHOOL DISTRICTS
2017,245902,NON-METROPOLITAN STABLE
2017,7904,NON-METROPOLITAN STABLE
2017,129905,OTHER CENTRAL CITY SUBURBAN
2017,154901,NON-METROPOLITAN STABLE
2017,170906,OTHER CENTRAL CITY SUBURBAN
2017,107906,NON-METROPOLITAN STABLE
2017,109908,RURAL
2017,19910,RURAL
2017,57844,CHARTER SCHOOL DISTRICTS
2017,227907,MAJOR SUBURBAN
2017,220908,MAJOR SUBURBAN
2017,22902,RURAL
2017,27904,INDEPENDENT TOWN
2017,189901,RURAL
2017,94904,OTHER CENTRAL CITY SUBURBAN
2017,73903,RURAL
2017,102902,INDEPENDENT TOWN
2017,161908,RURAL
2017,234905,RURAL
2017,174909,RURAL
2017,157901,RURAL
2017,158904,RURAL
2017,205904,NON-METROPOLITAN STABLE
2017,19903,RURAL
2017,25905,RURAL
2017,70915,OTHER CENTRAL CITY SUBURBAN
2017,108906,OTHER CENTRAL CITY SUBURBAN
2017,231901,RURAL
2017,11905,NON-METROPOLITAN FAST GROWING
2017,161909,NON-METROPOLITAN STABLE
2017,43907,OTHER CENTRAL CITY SUBURBAN
2017,90903,RURAL
2017,34906,RURAL
2017,162904,RURAL
2017,223902,RURAL
2017,130801,CHARTER SCHOOL DISTRICTS
2017,10901,RURAL
2017,163908,MAJOR SUBURBAN
2017,43908,NON-METROPOLITAN FAST GROWING
2017,96904,RURAL
2017,164901,RURAL
2017,108907,OTHER CENTRAL CITY SUBURBAN
2017,18902,RURAL
2017,246801,CHARTER SCHOOL DISTRICTS
2017,221904,OTHER CENTRAL CITY SUBURBAN
2017,57914,MAJOR SUBURBAN
2017,147903,NON-METROPOLITAN STABLE
2017,101855,CHARTER SCHOOL DISTRICTS
2017,62906,RURAL
2017,197902,RURAL
2017,165802,CHARTER SCHOOL DISTRICTS
2017,165901,OTHER CENTRAL CITY
2017,70908,OTHER CENTRAL CITY
2017,108804,CHARTER SCHOOL DISTRICTS
2017,39905,RURAL
2017,161903,OTHER CENTRAL CITY SUBURBAN
2017,166903,RURAL
2017,175910,INDEPENDENT TOWN
2017,200902,RURAL
2017,70909,RURAL
2017,112907,NON-METROPOLITAN FAST GROWING
2017,184904,OTHER CENTRAL CITY SUBURBAN
2017,250903,INDEPENDENT TOWN
2017,182903,INDEPENDENT TOWN
2017,108908,OTHER CENTRAL CITY SUBURBAN
2017,238902,OTHER CENTRAL CITY SUBURBAN
2017,169908,RURAL
2017,108915,OTHER CENTRAL CITY SUBURBAN
2017,227826,CHARTER SCHOOL DISTRICTS
2017,170903,OTHER CENTRAL CITY SUBURBAN
2017,161910,RURAL
2017,209902,RURAL
2017,18903,RURAL
2017,72910,RURAL
2017,40901,RURAL
2017,173901,RURAL
2017,143902,RURAL
2017,109910,RURAL
2017,201907,RURAL
2017,225902,INDEPENDENT TOWN
2017,80901,NON-METROPOLITAN STABLE
2017,49902,RURAL
2017,9901,NON-METROPOLITAN STABLE
2017,167902,NON-METROPOLITAN FAST GROWING
2017,198906,RURAL
2017,138903,RURAL
2017,107908,RURAL
2017,174904,INDEPENDENT TOWN
2017,163903,NON-METROPOLITAN STABLE
2017,94903,OTHER CENTRAL CITY SUBURBAN
2017,93904,OTHER CENTRAL CITY SUBURBAN
2017,35903,RURAL
2017,1906,RURAL
2017,123905,OTHER CENTRAL CITY SUBURBAN
2017,79906,OTHER CENTRAL CITY SUBURBAN
2017,19905,NON-METROPOLITAN STABLE
2017,46901,OTHER CENTRAL CITY
2017,170908,OTHER CENTRAL CITY SUBURBAN
2017,152902,RURAL
2017,230906,OTHER CENTRAL CITY SUBURBAN
2017,15805,CHARTER SCHOOL DISTRICTS
2017,153905,NON-METROPOLITAN FAST GROWING
2017,37908,RURAL
2017,236901,NON-METROPOLITAN STABLE
2017,252902,RURAL
2017,220817,CHARTER SCHOOL DISTRICTS
2017,176902,NON-METROPOLITAN STABLE
2017,89903,NON-METROPOLITAN STABLE
2017,169902,RURAL
2017,62902,RURAL
2017,145906,RURAL
2017,15910,MAJOR URBAN
2017,112906,RURAL
2017,139911,INDEPENDENT TOWN
2017,61802,CHARTER SCHOOL DISTRICTS
2017,154903,RURAL
2017,15915,MAJOR URBAN
2017,244905,RURAL
2017,61911,OTHER CENTRAL CITY SUBURBAN
2017,57809,CHARTER SCHOOL DISTRICTS
2017,57827,CHARTER SCHOOL DISTRICTS
2017,69902,RURAL
2017,235904,RURAL
2017,227804,CHARTER SCHOOL DISTRICTS
2017,153903,RURAL
2017,145907,RURAL
2017,205905,NON-METROPOLITAN STABLE
2017,84802,CHARTER SCHOOL DISTRICTS
2017,50904,RURAL
2017,200906,RURAL
2017,252903,RURAL
2017,140905,RURAL
2017,187910,NON-METROPOLITAN STABLE
2017,125903,NON-METROPOLITAN STABLE
2017,181905,OTHER CENTRAL CITY SUBURBAN
2017,230903,NON-METROPOLITAN STABLE
2017,14804,CHARTER SCHOOL DISTRICTS
2017,201908,RURAL
2017,51901,RURAL
2017,104907,RURAL
2017,48903,RURAL
2017,158905,NON-METROPOLITAN STABLE
2017,1907,INDEPENDENT TOWN
2017,70910,OTHER CENTRAL CITY SUBURBAN
2017,182906,RURAL
2017,90904,NON-METROPOLITAN STABLE
2017,33902,RURAL
2017,183801,CHARTER SCHOOL DISTRICTS
2017,42905,RURAL
2017,249906,NON-METROPOLITAN STABLE
2017,139909,INDEPENDENT TOWN
2017,101917,MAJOR SUBURBAN
2017,71803,CHARTER SCHOOL DISTRICTS
2017,63906,RURAL
2017,13902,NON-METROPOLITAN FAST GROWING
2017,20908,MAJOR SUBURBAN
2017,82903,NON-METROPOLITAN STABLE
2017,184908,OTHER CENTRAL CITY SUBURBAN
2017,195901,NON-METROPOLITAN STABLE
2017,57802,CHARTER SCHOOL DISTRICTS
2017,109914,RURAL
2017,119903,RURAL
2017,179901,NON-METROPOLITAN STABLE
2017,95904,RURAL
2017,39903,RURAL
2017,13903,RURAL
2017,172905,NON-METROPOLITAN STABLE
2017,227904,MAJOR SUBURBAN
2017,108909,OTHER CENTRAL CITY
2017,61903,OTHER CENTRAL CITY SUBURBAN
2017,92904,OTHER CENTRAL CITY SUBURBAN
2017,3801,CHARTER SCHOOL DISTRICTS
2017,57850,CHARTER SCHOOL DISTRICTS
2017,32902,NON-METROPOLITAN STABLE
2017,251902,RURAL
2017,95905,INDEPENDENT TOWN
2017,43910,MAJOR SUBURBAN
2017,19912,NON-METROPOLITAN STABLE
2017,7905,INDEPENDENT TOWN
2017,117904,RURAL
2017,31909,OTHER CENTRAL CITY SUBURBAN
2017,61906,OTHER CENTRAL CITY SUBURBAN
2017,184901,RURAL
2017,15801,CHARTER SCHOOL DISTRICTS
2017,178908,RURAL
2017,123907,OTHER CENTRAL CITY SUBURBAN
2017,123908,OTHER CENTRAL CITY SUBURBAN
2017,15814,CHARTER SCHOOL DISTRICTS
2017,85902,RURAL
2017,7906,NON-METROPOLITAN STABLE
2017,247904,RURAL
2017,91913,OTHER CENTRAL CITY SUBURBAN
2017,28906,RURAL
2017,169909,RURAL
2017,139912,NON-METROPOLITAN STABLE
2017,72801,CHARTER SCHOOL DISTRICTS
2017,125905,RURAL
2017,189902,NON-METROPOLITAN STABLE
2017,167904,RURAL
2017,43911,NON-METROPOLITAN FAST GROWING
2017,98903,RURAL
2017,14803,CHARTER SCHOOL DISTRICTS
2017,108910,NON-METROPOLITAN STABLE
2017,101853,CHARTER SCHOOL DISTRICTS
2017,43912,OTHER CENTRAL CITY SUBURBAN
2017,99903,RURAL
2017,34907,NON-METROPOLITAN STABLE
2017,116908,OTHER CENTRAL CITY SUBURBAN
2017,250904,NON-METROPOLITAN STABLE
2017,190903,NON-METROPOLITAN STABLE
2017,54903,RURAL
2017,66005,RURAL
2017,234801,CHARTER SCHOOL DISTRICTS
2017,15906,NON-METROPOLITAN FAST GROWING
2017,67907,RURAL
2017,231902,RURAL
2017,161802,CHARTER SCHOOL DISTRICTS
2017,101806,CHARTER SCHOOL DISTRICTS
2017,236801,CHARTER SCHOOL DISTRICTS
2017,245903,OTHER CENTRAL CITY SUBURBAN
2017,192901,RURAL
2017,19911,RURAL
2017,70911,OTHER CENTRAL CITY SUBURBAN
2017,19906,NON-METROPOLITAN STABLE
2017,196903,RURAL
2017,137902,RURAL
2017,45903,NON-METROPOLITAN STABLE
2017,175911,OTHER CENTRAL CITY SUBURBAN
2017,14801,CHARTER SCHOOL DISTRICTS
2017,93905,RURAL
2017,57916,MAJOR SUBURBAN
2017,57840,CHARTER SCHOOL DISTRICTS
2017,206902,RURAL
2017,161912,RURAL
2017,214901,OTHER CENTRAL CITY SUBURBAN
2017,31911,NON-METROPOLITAN STABLE
2017,126907,RURAL
2017,152802,CHARTER SCHOOL DISTRICTS
2017,67908,RURAL
2017,188902,OTHER CENTRAL CITY SUBURBAN
2017,194903,RURAL
2017,137903,RURAL
2017,41902,RURAL
2017,161922,OTHER CENTRAL CITY SUBURBAN
2017,178909,NON-METROPOLITAN STABLE
2017,76903,RURAL
2017,160904,RURAL
2017,166904,NON-METROPOLITAN STABLE
2017,69901,RURAL
2017,199901,OTHER CENTRAL CITY SUBURBAN
2017,14907,RURAL
2017,214903,INDEPENDENT TOWN
2017,152908,OTHER CENTRAL CITY SUBURBAN
2017,110905,RURAL
2017,177901,NON-METROPOLITAN FAST GROWING
2017,73905,RURAL
2017,76904,RURAL
2017,246909,MAJOR SUBURBAN
2017,75908,RURAL
2017,139908,RURAL
2017,237905,OTHER CENTRAL CITY SUBURBAN
2017,199902,OTHER CENTRAL CITY SUBURBAN
2017,104903,RURAL
2017,128903,RURAL
2017,37907,NON-METROPOLITAN STABLE
2017,91914,RURAL
2017,232902,RURAL
2017,92906,OTHER CENTRAL CITY SUBURBAN
2017,123913,RURAL
2017,169911,RURAL
2017,14908,OTHER CENTRAL CITY SUBURBAN
2017,112909,RURAL
2017,74917,RURAL
2017,226903,OTHER CENTRAL CITY
2017,15907,MAJOR URBAN
2017,15820,CHARTER SCHOOL DISTRICTS
2017,203901,RURAL
2017,31912,OTHER CENTRAL CITY SUBURBAN
2017,66902,NON-METROPOLITAN STABLE
2017,71904,MAJOR SUBURBAN
2017,233901,INDEPENDENT TOWN
2017,214902,RURAL
2017,105902,OTHER CENTRAL CITY
2017,245904,RURAL
2017,206901,RURAL
2017,22903,RURAL
2017,58909,RURAL
2017,117903,RURAL
2017,61908,OTHER CENTRAL CITY SUBURBAN
2017,42903,RURAL
2017,84909,OTHER CENTRAL CITY SUBURBAN
2017,137904,NON-METROPOLITAN FAST GROWING
2017,31913,RURAL
2017,31914,NON-METROPOLITAN STABLE
2017,182904,RURAL
2017,74911,RURAL
2017,94902,OTHER CENTRAL CITY
2017,207901,RURAL
2017,15806,CHARTER SCHOOL DISTRICTS
2017,15827,CHARTER SCHOOL DISTRICTS
2017,15831,CHARTER SCHOOL DISTRICTS
2017,75903,RURAL
2017,129910,OTHER CENTRAL CITY SUBURBAN
2017,83901,RURAL
2017,8902,OTHER CENTRAL CITY SUBURBAN
2017,178808,CHARTER SCHOOL DISTRICTS
2017,94901,OTHER CENTRAL CITY SUBURBAN
2017,83903,NON-METROPOLITAN STABLE
2017,101802,CHARTER SCHOOL DISTRICTS
2017,12901,RURAL
2017,152909,OTHER CENTRAL CITY SUBURBAN
2017,242902,RURAL
2017,108911,OTHER CENTRAL CITY SUBURBAN
2017,210903,RURAL
2017,101924,MAJOR SUBURBAN
2017,204904,INDEPENDENT TOWN
2017,91906,OTHER CENTRAL CITY
2017,143903,RURAL
2017,47905,RURAL
2017,115902,RURAL
2017,100904,INDEPENDENT TOWN
2017,23902,RURAL
2017,19909,RURAL
2017,205906,INDEPENDENT TOWN
2017,49909,RURAL
2017,13905,RURAL
2017,152903,NON-METROPOLITAN STABLE
2017,249908,RURAL
2017,1909,RURAL
2017,11904,NON-METROPOLITAN STABLE
2017,110906,RURAL
2017,26903,RURAL
2017,208902,NON-METROPOLITAN STABLE
2017,71909,MAJOR URBAN
2017,15909,NON-METROPOLITAN STABLE
2017,26902,RURAL
2017,218901,RURAL
2017,152803,CHARTER SCHOOL DISTRICTS
2017,15908,MAJOR SUBURBAN
2017,31916,NON-METROPOLITAN STABLE
2017,85903,RURAL
2017,15917,MAJOR SUBURBAN
2017,15912,MAJOR SUBURBAN
2017,15807,CHARTER SCHOOL DISTRICTS
2017,101838,CHARTER SCHOOL DISTRICTS
2017,98904,RURAL
2017,170907,OTHER CENTRAL CITY SUBURBAN
2017,101920,MAJOR SUBURBAN
2017,117907,RURAL
2017,92907,OTHER CENTRAL CITY SUBURBAN
2017,101919,MAJOR SUBURBAN
2017,140907,RURAL
2017,184902,OTHER CENTRAL CITY SUBURBAN
2017,63903,RURAL
2017,229905,RURAL
2017,57836,CHARTER SCHOOL DISTRICTS
2017,13801,CHARTER SCHOOL DISTRICTS
2017,79910,MAJOR SUBURBAN
2017,127906,RURAL
2017,156902,OTHER CENTRAL CITY SUBURBAN
2017,101859,CHARTER SCHOOL DISTRICTS
2017,174801,CHARTER SCHOOL DISTRICTS
2017,72903,INDEPENDENT TOWN
2017,216901,RURAL
2017,247906,RURAL
2017,211902,RURAL
2017,182905,RURAL
2017,140908,RURAL
2017,112910,RURAL
2017,112901,INDEPENDENT TOWN
2017,110907,RURAL
2017,57919,NON-METROPOLITAN FAST GROWING
2017,171902,RURAL
2017,20906,OTHER CENTRAL CITY SUBURBAN
2017,143905,RURAL
2017,177902,NON-METROPOLITAN STABLE
2017,205907,OTHER CENTRAL CITY SUBURBAN
2017,153904,RURAL
2017,146907,NON-METROPOLITAN STABLE
2017,201910,OTHER CENTRAL CITY SUBURBAN
2017,246911,OTHER CENTRAL CITY SUBURBAN
2017,81904,NON-METROPOLITAN STABLE
2017,123803,CHARTER SCHOOL DISTRICTS
2017,14909,OTHER CENTRAL CITY SUBURBAN
2017,210904,RURAL
2017,22004,RURAL
2017,222901,RURAL
2017,129906,OTHER CENTRAL CITY
2017,57804,CHARTER SCHOOL DISTRICTS
2017,19907,INDEPENDENT TOWN
2017,84906,OTHER CENTRAL CITY SUBURBAN
2017,221801,CHARTER SCHOOL DISTRICTS
2017,227805,CHARTER SCHOOL DISTRICTS
2017,226801,CHARTER SCHOOL DISTRICTS
2017,105802,CHARTER SCHOOL DISTRICTS
2017,220814,CHARTER SCHOOL DISTRICTS
2017,170801,CHARTER SCHOOL DISTRICTS
2017,211901,RURAL
2017,56902,RURAL
2017,227828,CHARTER SCHOOL DISTRICTS
2017,227827,CHARTER SCHOOL DISTRICTS
2017,101864,CHARTER SCHOOL DISTRICTS
2017,101868,CHARTER SCHOOL DISTRICTS
2017,101861,CHARTER SCHOOL DISTRICTS
2017,101814,CHARTER SCHOOL DISTRICTS
2017,166905,RURAL
2017,246912,RURAL
2017,149902,RURAL
2017,72901,RURAL
2017,224901,RURAL
2017,158902,RURAL
2017,210905,RURAL
2017,91907,NON-METROPOLITAN FAST GROWING
2017,111903,INDEPENDENT TOWN
2017,91918,RURAL
2017,101921,MAJOR SUBURBAN
2017,71908,NON-METROPOLITAN STABLE
2017,220801,CHARTER SCHOOL DISTRICTS
2017,221905,RURAL
2017,74912,RURAL
2017,107907,RURAL
2017,57813,CHARTER SCHOOL DISTRICTS
2017,46802,CHARTER SCHOOL DISTRICTS
2017,57849,CHARTER SCHOOL DISTRICTS
2017,228903,NON-METROPOLITAN STABLE
2017,61805,CHARTER SCHOOL DISTRICTS
2017,212904,NON-METROPOLITAN STABLE
2017,14910,NON-METROPOLITAN STABLE
2017,219903,NON-METROPOLITAN STABLE
2017,178912,OTHER CENTRAL CITY SUBURBAN
2017,96905,RURAL
2017,101840,CHARTER SCHOOL DISTRICTS
2017,212905,OTHER CENTRAL CITY
2017,57845,CHARTER SCHOOL DISTRICTS
2017,230908,RURAL
2017,230904,NON-METROPOLITAN FAST GROWING
2017,240903,OTHER CENTRAL CITY
2017,57808,CHARTER SCHOOL DISTRICTS
2017,101807,CHARTER SCHOOL DISTRICTS
2017,227819,CHARTER SCHOOL DISTRICTS
2017,227806,CHARTER SCHOOL DISTRICTS
2017,57803,CHARTER SCHOOL DISTRICTS
2017,212804,CHARTER SCHOOL DISTRICTS
2017,232904,RURAL
2017,68803,CHARTER SCHOOL DISTRICTS
2017,232903,INDEPENDENT TOWN
2017,122902,RURAL
2017,18904,RURAL
2017,49903,RURAL
2017,108916,OTHER CENTRAL CITY SUBURBAN
2017,91908,OTHER CENTRAL CITY SUBURBAN
2017,234906,OTHER CENTRAL CITY SUBURBAN
2017,158906,NON-METROPOLITAN STABLE
2017,108808,CHARTER SCHOOL DISTRICTS
2017,180902,RURAL
2017,126908,OTHER CENTRAL CITY SUBURBAN
2017,226908,RURAL
2017,244903,NON-METROPOLITAN STABLE
2017,235902,INDEPENDENT TOWN
2017,181907,OTHER CENTRAL CITY SUBURBAN
2017,57847,CHARTER SCHOOL DISTRICTS
2017,71809,CHARTER SCHOOL DISTRICTS
2017,143904,RURAL
2017,161801,CHARTER SCHOOL DISTRICTS
2017,161914,OTHER CENTRAL CITY
2017,89905,RURAL
2017,59902,RURAL
2017,226906,OTHER CENTRAL CITY SUBURBAN
2017,237904,INDEPENDENT TOWN
2017,49908,RURAL
2017,18905,RURAL
2017,229904,NON-METROPOLITAN STABLE
2017,102903,NON-METROPOLITAN STABLE
2017,226905,RURAL
2017,70801,CHARTER SCHOOL DISTRICTS
2017,70912,OTHER CENTRAL CITY
2017,227803,CHARTER SCHOOL DISTRICTS
2017,184903,OTHER CENTRAL CITY
2017,240904,RURAL
2017,45905,RURAL
2017,44902,RURAL
2017,223904,RURAL
2017,37909,RURAL
2017,108913,OTHER CENTRAL CITY SUBURBAN
2017,100908,RURAL
2017,161916,NON-METROPOLITAN STABLE
2017,181906,NON-METROPOLITAN STABLE
2017,178915,OTHER CENTRAL CITY SUBURBAN
2017,201914,NON-METROPOLITAN STABLE
2017,202905,RURAL
2017,168903,RURAL
2017,62905,RURAL
2017,220810,CHARTER SCHOOL DISTRICTS
2017,73904,RURAL
2017,1908,NON-METROPOLITAN STABLE
2017,241904,NON-METROPOLITAN STABLE
2017,242903,RURAL
2017,33904,RURAL
2017,92908,OTHER CENTRAL CITY SUBURBAN
2017,220920,MAJOR SUBURBAN
2017,40902,RURAL
2017,212906,OTHER CENTRAL CITY SUBURBAN
2017,91909,OTHER CENTRAL CITY SUBURBAN
2017,91910,RURAL
2017,110908,RURAL
2017,109911,INDEPENDENT TOWN
2017,243905,OTHER CENTRAL CITY
2017,180904,RURAL
2017,170904,OTHER CENTRAL CITY SUBURBAN
2017,234907,OTHER CENTRAL CITY SUBURBAN
2017,153907,RURAL
2017,105905,OTHER CENTRAL CITY SUBURBAN
2017,5904,RURAL
2017,225905,RURAL
2017,57828,CHARTER SCHOOL DISTRICTS
2017,248902,RURAL
2017,250907,INDEPENDENT TOWN
2017,212910,OTHER CENTRAL CITY SUBURBAN
2017,200904,RURAL
2017,174906,RURAL
2017,116909,RURAL
2017,196902,RURAL
2017,224902,RURAL
2017,229903,NON-METROPOLITAN STABLE
2017,81905,RURAL
2017,43914,OTHER CENTRAL CITY SUBURBAN
2017,221912,OTHER CENTRAL CITY SUBURBAN
2017,250905,RURAL
2017,101845,CHARTER SCHOOL DISTRICTS
2017,62903,NON-METROPOLITAN STABLE
2017,62904,RURAL
2017,71905,MAJOR URBAN
2017,253901,OTHER CENTRAL CITY SUBURBAN
2017,3906,RURAL
2017,25906,RURAL
2017,101850,CHARTER SCHOOL DISTRICTS
2018,57816,Charter School Districts
2018,57829,Charter School Districts
2018,101871,Charter School Districts
2018,109901,Rural
2018,95901,Rural
2018,221901,Other Central City
2018,57814,Charter School Districts
2018,14901,Non-metropolitan Fast Growing
2018,101810,Charter School Districts
2018,57810,Charter School Districts
2018,101849,Charter School Districts
2018,180903,Rural
2018,57806,Charter School Districts
2018,178901,Rural
2018,15901,Major Suburban
2018,250906,Rural
2018,209901,Rural
2018,101902,Major Suburban
2018,184907,Major Suburban
2018,125901,Independent Town
2018,101903,Major Suburban
2018,101815,Charter School Districts
2018,43901,Other Central City Suburban
2018,22901,Non-metropolitan Stable
2018,37901,Rural
2018,126901,Other Central City Suburban
2018,20901,Major Suburban
2018,249901,Rural
2018,188901,Other Central City
2018,84804,Charter School Districts
2018,140901,Rural
2018,101819,Charter School Districts
2018,36901,Other Central City Suburban
2018,93901,Independent Town
2018,2901,Other Central City Suburban
2018,20902,Other Central City Suburban
2018,43902,Non-metropolitan Fast Growing
2018,127901,Rural
2018,71906,Rural
2018,110901,Rural
2018,228905,Rural
2018,109912,Rural
2018,4901,Independent Town
2018,205901,Other Central City Suburban
2018,5901,Rural
2018,61910,Other Central City Suburban
2018,101803,Charter School Districts
2018,220802,Charter School Districts
2018,220901,Major Urban
2018,212901,Non-metropolitan Stable
2018,21805,Charter School Districts
2018,217901,Rural
2018,107901,Independent Town
2018,34901,Independent Town
2018,61907,Other Central City Suburban
2018,227825,Charter School Districts
2018,227821,Charter School Districts
2018,227901,Major Urban
2018,196901,Rural
2018,70901,Non-metropolitan Fast Growing
2018,194902,Rural
2018,34902,Rural
2018,161918,Rural
2018,220915,Major Suburban
2018,30903,Rural
2018,200901,Non-metropolitan Stable
2018,195902,Rural
2018,10902,Major Suburban
2018,25901,Non-metropolitan Stable
2018,178913,Non-metropolitan Stable
2018,36902,Other Central City Suburban
2018,14902,Rural
2018,15834,Charter School Districts
2018,11901,Independent Town
2018,158901,Independent Town
2018,101847,Charter School Districts
2018,123910,Other Central City
2018,183901,Rural
2018,13901,Independent Town
2018,39904,Rural
2018,91901,Rural
2018,8901,Independent Town
2018,14903,Other Central City Suburban
2018,125902,Rural
2018,66901,Rural
2018,138904,Rural
2018,101870,Charter School Districts
2018,15809,Charter School Districts
2018,187901,Rural
2018,230901,Rural
2018,114901,Independent Town
2018,193801,Charter School Districts
2018,220902,Major Suburban
2018,178902,Non-metropolitan Stable
2018,177903,Rural
2018,16902,Non-metropolitan Stable
2018,116915,Rural
2018,25904,Rural
2018,34909,Rural
2018,175902,Other Central City Suburban
2018,235901,Rural
2018,43917,Non-metropolitan Fast Growing
2018,72904,Rural
2018,109913,Rural
2018,123807,Charter School Districts
2018,130901,Major Suburban
2018,116916,Rural
2018,241901,Other Central City Suburban
2018,74903,Independent Town
2018,148901,Rural
2018,17901,Rural
2018,117901,Non-metropolitan Stable
2018,161923,Rural
2018,185901,Rural
2018,169901,Non-metropolitan Stable
2018,249902,Non-metropolitan Stable
2018,180901,Rural
2018,136901,Rural
2018,160901,Non-metropolitan Stable
2018,8903,Rural
2018,213801,Charter School Districts
2018,21803,Charter School Districts
2018,20905,Other Central City
2018,215901,Non-metropolitan Stable
2018,198901,Rural
2018,239901,Independent Town
2018,181901,Non-metropolitan Stable
2018,249903,Non-metropolitan Stable
2018,57851,
2018,203902,Rural
2018,184909,Other Central City Suburban
2018,41901,Rural
2018,121902,Rural
2018,25908,Rural
2018,15830,Charter School Districts
2018,24901,Other Central City Suburban
2018,223901,Non-metropolitan Stable
2018,107902,Other Central City Suburban
2018,31901,Other Central City
2018,25902,Independent Town
2018,161919,Rural
2018,21902,Other Central City
2018,119901,Rural
2018,166907,Rural
2018,186901,Rural
2018,145901,Non-metropolitan Stable
2018,212902,Other Central City Suburban
2018,121903,Non-metropolitan Stable
2018,243901,Other Central City Suburban
2018,176901,Rural
2018,126902,Other Central City
2018,27903,Other Central City Suburban
2018,71801,Charter School Districts
2018,239903,Non-metropolitan Fast Growing
2018,188904,Other Central City Suburban
2018,109902,Rural
2018,116901,Non-metropolitan Stable
2018,178903,Non-metropolitan Stable
2018,26901,Other Central City Suburban
2018,29901,Non-metropolitan Stable
2018,49905,Non-metropolitan Stable
2018,198902,Rural
2018,101837,Charter School Districts
2018,166901,Independent Town
2018,116910,Rural
2018,106901,Non-metropolitan Stable
2018,234902,Independent Town
2018,71907,Major Suburban
2018,191901,Other Central City
2018,201913,Rural
2018,15837,Charter School Districts
2018,64903,Other Central City Suburban
2018,220919,Major Suburban
2018,57903,Major Suburban
2018,183902,Non-metropolitan Stable
2018,220917,Major Suburban
2018,1902,Rural
2018,57904,Major Suburban
2018,227817,Charter School Districts
2018,116902,Rural
2018,43903,Non-metropolitan Fast Growing
2018,210901,Non-metropolitan Stable
2018,133901,Rural
2018,145902,Rural
2018,228904,Rural
2018,174908,Non-metropolitan Stable
2018,3907,Non-metropolitan Stable
2018,101905,Major Suburban
